dataset=CIFAR100C,data_root=/Users/admin/data,artifact_provenance=fast,tta_mode=mixed,model=clip_vitbase16,use_tbn=False,tta_algo=NoAdapt,batch_size=1,num_workers=0,seed=0,cuda=False,device_request=mps,num_threads=4,save_to=plans/20260828-172319-failure-mode-analysis/reports/luna-runs-v4/mps/noadapt.csv,stream_mode=block,legacy_mixed_order=False,stream_seed=0,stream_block_size=4,stream_gradual_sharpness=4.0,max_eval_samples=4,stream_novel_release_fraction=0.5,stream_correlation_strength=0.9,run_id=luna-v4-mps-cifar100c-block-s0-b1-n4-noadapt-replay-v1,evidence_dir=plans/20260828-172319-failure-mode-analysis/reports/luna-runs-v4/mps,metric_window_size=4,metric_window_stride=4,failure_analysis_profile=replay_v1,failure_analysis_max_samples=4,failure_analysis_max_bytes=268435456,config_dir=/Users/admin/Documents/NB-Ramen/cfg/smoke,config_path=/Users/admin/Documents/NB-Ramen/cfg/smoke/default/NoAdapt.yaml,max_batch_size=1
optimizer=signsgd,lr=1e-09
gaussian_noise,shot_noise,impulse_noise,defocus_blur,glass_blur,motion_blur,zoom_blur,snow,frost,fog,brightness,contrast,elastic_transform,pixelate,jpeg_compression,Average
,,,,,,,,,,,,,25.00,,25.00
