dataset=CIFAR100C,data_root=/Users/admin/data,artifact_provenance=fast,tta_mode=mixed,model=clip_vitbase16,use_tbn=False,tta_algo=CausalRamen,batch_size=1,num_workers=0,seed=0,cuda=False,device_request=cpu,num_threads=4,save_to=/Users/admin/Documents/NB-Ramen/plans/20260828-172319-failure-mode-analysis/reports/f4-parity-cpu.csv,stream_mode=block,legacy_mixed_order=False,stream_seed=0,stream_block_size=4,stream_gradual_sharpness=4.0,max_eval_samples=1,stream_novel_release_fraction=0.5,stream_correlation_strength=0.9,run_id=f4-parity-fix-cpu-b1-n1,evidence_dir=/Users/admin/Documents/NB-Ramen/plans/20260828-172319-failure-mode-analysis/reports,metric_window_size=1,metric_window_stride=1,failure_analysis_profile=replay_v1,failure_analysis_max_samples=1,failure_analysis_max_bytes=268435456,config_dir=/Users/admin/Documents/NB-Ramen/cfg/smoke,config_path=/Users/admin/Documents/NB-Ramen/cfg/smoke/CIFAR100C/CausalRamen.yaml,max_batch_size=1
max_capacity=4,capacity_scope=per_class,topk=2,beta=5.0,include_current=True,optimizer=signsgd,lr=0.01
gaussian_noise,shot_noise,impulse_noise,defocus_blur,glass_blur,motion_blur,zoom_blur,snow,frost,fog,brightness,contrast,elastic_transform,pixelate,jpeg_compression,Average
,,,,,,,,,,,,,0.00,,0.00
